EmployeeID,Age,BusinessTravel,Department,DistanceFromHome,Education,JobRole,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating
280,27,Travel_Frequently,Research & Development,29,1,Manufacturing Director,43250,1.0,14,2,9,1,4.0,1.0,2.0,2,3
280,27,Travel_Frequently,Research & Development,29,1,Manufacturing Director,43250,1.0,14,2,9,1,4.0,1.0,2.0,2,3
281,41,Travel_Rarely,Research & Development,3,3,Manufacturing Director,72600,1.0,16,2,22,2,4.0,3.0,3.0,3,3
281,41,Travel_Rarely,Research & Development,3,3,Manufacturing Director,72600,1.0,16,2,22,2,4.0,3.0,3.0,3,3
282,50,Travel_Rarely,Sales,9,3,Research Scientist,23220,7.0,25,0,2,2,4.0,2.0,3.0,4,4
282,50,Travel_Rarely,Sales,9,3,Research Scientist,23220,7.0,25,0,2,2,4.0,2.0,3.0,4,4
4693,28,Travel_Rarely,Sales,2,4,Research Scientist,20750,7.0,18,0,7,3,1.0,2.0,3.0,2,3
284,36,Non-Travel,Research & Development,10,4,Research Scientist,41520,9.0,19,3,8,0,1.0,1.0,3.0,3,3
284,36,Non-Travel,Research & Development,10,4,Research Scientist,41520,9.0,19,3,8,0,1.0,1.0,3.0,3,3
285,38,Travel_Rarely,Research & Development,1,3,Manager,96190,4.0,13,2,1,0,3.0,3.0,4.0,3,3
285,38,Travel_Rarely,Research & Development,1,3,Manager,96190,4.0,13,2,1,0,3.0,3.0,4.0,3,3
286,44,Non-Travel,Research & Development,8,2,Research Scientist,135030,2.0,12,6,5,1,1.0,3.0,3.0,2,3
286,44,Non-Travel,Research & Development,8,2,Research Scientist,135030,2.0,12,6,5,1,1.0,3.0,3.0,2,3
287,47,Travel_Frequently,Research & Development,27,3,Research Scientist,54410,9.0,22,6,22,11,4.0,3.0,2.0,2,4
287,47,Travel_Frequently,Research & Development,27,3,Research Scientist,54410,9.0,22,6,22,11,4.0,3.0,2.0,2,4
288,30,Travel_Rarely,Research & Development,8,3,Sales Executive,52090,7.0,14,3,8,7,3.0,4.0,2.0,3,3
288,30,Travel_Rarely,Research & Development,8,3,Sales Executive,52090,7.0,14,3,8,7,3.0,4.0,2.0,3,3
289,29,Travel_Rarely,Research & Development,1,2,Sales Executive,106730,1.0,13,2,1,0,3.0,3.0,3.0,3,3
289,29,Travel_Rarely,Research & Development,1,2,Sales Executive,106730,1.0,13,2,1,0,3.0,3.0,3.0,3,3
4700,42,Travel_Frequently,Research & Development,10,1,Sales Executive,50100,6.0,21,3,2,2,3.0,3.0,3.0,3,4
291,43,Travel_Frequently,Research & Development,26,1,Laboratory Technician,135490,3.0,11,3,2,2,4.0,4.0,3.0,3,3
291,43,Travel_Frequently,Research & Development,26,1,Laboratory Technician,135490,3.0,11,3,2,2,4.0,4.0,3.0,3,3
292,34,Travel_Rarely,Research & Development,2,5,Healthcare Representative,49990,3.0,12,2,5,4,2.0,3.0,3.0,4,3
292,34,Travel_Rarely,Research & Development,2,5,Healthcare Representative,49990,3.0,12,2,5,4,2.0,3.0,3.0,4,3
293,23,Travel_Rarely,Sales,13,3,Sales Executive,42210,1.0,11,4,4,0,2.0,1.0,4.0,3,3
293,23,Travel_Rarely,Sales,13,3,Sales Executive,42210,1.0,11,4,4,0,2.0,1.0,4.0,3,3
294,39,Travel_Rarely,Sales,2,4,Healthcare Representative,138720,9.0,12,3,8,3,3.0,2.0,1.0,2,3
294,39,Travel_Rarely,Sales,2,4,Healthcare Representative,138720,9.0,12,3,8,3,3.0,2.0,1.0,2,3
295,56,Travel_Rarely,Research & Development,2,4,Manager,20420,7.0,12,6,10,1,3.0,4.0,2.0,3,3
295,56,Travel_Rarely,Research & Development,2,4,Manager,20420,7.0,12,6,10,1,3.0,4.0,2.0,3,3
296,40,Travel_Rarely,Sales,9,3,Research Scientist,20730,0.0,14,3,4,2,4.0,4.0,2.0,3,3
296,40,Travel_Rarely,Sales,9,3,Research Scientist,20730,0.0,14,3,4,2,4.0,4.0,2.0,3,3
297,27,Travel_Rarely,Research & Development,10,3,Laboratory Technician,29560,8.0,13,6,7,0,4.0,1.0,1.0,3,3
297,27,Travel_Rarely,Research & Development,10,3,Laboratory Technician,29560,8.0,13,6,7,0,4.0,1.0,1.0,3,3
298,29,Travel_Rarely,Sales,20,3,Manager,29260,1.0,15,3,2,2,4.0,2.0,3.0,2,3
298,29,Travel_Rarely,Sales,20,3,Manager,29260,1.0,15,3,2,2,4.0,2.0,3.0,2,3
299,53,Travel_Rarely,Research & Development,9,3,Laboratory Technician,48090,2.0,18,2,2,2,4.0,4.0,3.0,3,3
299,53,Travel_Rarely,Research & Development,9,3,Laboratory Technician,48090,2.0,18,2,2,2,4.0,4.0,3.0,3,3
300,35,Non-Travel,Research & Development,5,1,Healthcare Representative,51630,2.0,18,4,1,0,4.0,1.0,4.0,3,3
300,35,Non-Travel,Research & Development,5,1,Healthcare Representative,51630,2.0,18,4,1,0,4.0,1.0,4.0,3,3
301,32,Travel_Frequently,Sales,4,4,Sales Executive,188440,1.0,19,3,10,4,,4.0,3.0,1,3
301,32,Travel_Frequently,Sales,4,4,Sales Executive,188440,1.0,19,3,10,4,,4.0,3.0,1,3
302,38,Travel_Rarely,Sales,10,3,Laboratory Technician,181720,6.0,12,5,1,0,4.0,3.0,1.0,3,3
302,38,Travel_Rarely,Sales,10,3,Laboratory Technician,181720,6.0,12,5,1,0,4.0,3.0,1.0,3,3
303,34,Travel_Rarely,Research & Development,20,3,Laboratory Technician,57440,3.0,19,4,0,0,2.0,1.0,3.0,2,3
303,34,Travel_Rarely,Research & Development,20,3,Laboratory Technician,57440,3.0,19,4,0,0,2.0,1.0,3.0,2,3
304,52,Travel_Rarely,Sales,21,5,Manager,28890,1.0,11,2,34,1,3.0,1.0,4.0,3,3
304,52,Travel_Rarely,Sales,21,5,Manager,28890,1.0,11,2,34,1,3.0,1.0,4.0,3,3
4715,33,Travel_Rarely,Research & Development,1,2,Laboratory Technician,28710,1.0,17,2,10,7,4.0,4.0,2.0,3,3
306,25,Travel_Rarely,Research & Development,8,3,Research Scientist,74840,1.0,15,3,6,1,3.0,4.0,2.0,3,3
306,25,Travel_Rarely,Research & Development,8,3,Research Scientist,74840,1.0,15,3,6,1,3.0,4.0,2.0,3,3
307,45,Travel_Rarely,Sales,2,3,Healthcare Representative,60740,0.0,14,2,8,3,2.0,3.0,3.0,3,3
307,45,Travel_Rarely,Sales,2,3,Healthcare Representative,60740,0.0,14,2,8,3,2.0,3.0,3.0,3,3
308,23,Travel_Rarely,Research & Development,23,1,Research Scientist,173280,1.0,17,2,2,0,1.0,3.0,3.0,1,3
308,23,Travel_Rarely,Research & Development,23,1,Research Scientist,173280,1.0,17,2,2,0,1.0,3.0,3.0,1,3
4719,47,Travel_Frequently,Research & Development,4,3,Research Director,27740,4.0,13,2,5,1,2.0,3.0,3.0,3,3
310,34,Travel_Rarely,Research & Development,12,3,Research Scientist,45050,1.0,12,3,6,1,4.0,4.0,3.0,3,3
310,34,Travel_Rarely,Research & Development,12,3,Research Scientist,45050,1.0,12,3,6,1,4.0,4.0,3.0,3,3
4721,55,Travel_Rarely,Human Resources,7,3,Laboratory Technician,74280,5.0,12,2,5,1,4.0,1.0,3.0,3,3
312,36,Non-Travel,Research & Development,7,2,Sales Executive,116310,1.0,18,2,10,0,1.0,1.0,3.0,1,3
312,36,Non-Travel,Research & Development,7,2,Sales Executive,116310,1.0,18,2,10,0,1.0,1.0,3.0,1,3
313,52,Non-Travel,Research & Development,1,4,Sales Executive,97380,0.0,18,2,4,1,4.0,4.0,3.0,3,3
313,52,Non-Travel,Research & Development,1,4,Sales Executive,97380,0.0,18,2,4,1,4.0,4.0,3.0,3,3
314,26,Travel_Frequently,Research & Development,2,2,Manufacturing Director,28350,3.0,11,2,2,2,1.0,,3.0,3,3
314,26,Travel_Frequently,Research & Development,2,2,Manufacturing Director,28350,3.0,11,2,2,2,1.0,,3.0,3,3
315,29,Travel_Rarely,Research & Development,10,2,Manufacturing Director,169590,4.0,14,5,8,1,2.0,3.0,2.0,3,3
315,29,Travel_Rarely,Research & Development,10,2,Manufacturing Director,169590,4.0,14,5,8,1,2.0,3.0,2.0,3,3
4726,26,Travel_Rarely,Research & Development,15,2,Laboratory Technician,26130,6.0,19,2,4,1,4.0,1.0,2.0,3,3
317,34,Travel_Rarely,Research & Development,14,4,Manufacturing Director,61460,2.0,12,3,4,1,2.0,4.0,3.0,3,3
317,34,Travel_Rarely,Research & Development,14,4,Manufacturing Director,61460,2.0,12,3,4,1,2.0,4.0,3.0,3,3
318,54,Travel_Rarely,Research & Development,18,4,Laboratory Technician,49630,9.0,15,2,5,1,4.0,1.0,3.0,3,3
318,54,Travel_Rarely,Research & Development,18,4,Laboratory Technician,49630,9.0,15,2,5,1,4.0,1.0,3.0,3,3
319,27,Travel_Frequently,Research & Development,13,2,Research Scientist,195370,0.0,12,5,4,1,3.0,4.0,3.0,3,3
319,27,Travel_Frequently,Research & Development,13,2,Research Scientist,195370,0.0,12,5,4,1,3.0,4.0,3.0,3,3
320,37,Travel_Rarely,Sales,2,4,Manufacturing Director,61720,0.0,11,1,5,4,4.0,1.0,2.0,3,3
320,37,Travel_Rarely,Sales,2,4,Manufacturing Director,61720,0.0,11,1,5,4,4.0,1.0,2.0,3,3
321,38,Travel_Frequently,Sales,2,4,Research Scientist,23680,6.0,11,3,15,4,1.0,1.0,3.0,3,3
321,38,Travel_Frequently,Sales,2,4,Research Scientist,23680,6.0,11,3,15,4,1.0,1.0,3.0,3,3
322,34,Travel_Rarely,Sales,2,3,Sales Representative,103120,1.0,12,2,6,1,3.0,1.0,3.0,3,3
322,34,Travel_Rarely,Sales,2,3,Sales Representative,103120,1.0,12,2,6,1,3.0,1.0,3.0,3,3
323,35,Travel_Rarely,Research & Development,5,4,Manager,16750,1.0,16,6,3,0,1.0,4.0,2.0,2,3
323,35,Travel_Rarely,Research & Development,5,4,Manager,16750,1.0,16,6,3,0,1.0,4.0,2.0,2,3
324,30,Travel_Rarely,Research & Development,20,3,Laboratory Technician,25230,3.0,13,2,2,0,4.0,3.0,3.0,3,3
324,30,Travel_Rarely,Research & Development,20,3,Laboratory Technician,25230,3.0,13,2,2,0,4.0,3.0,3.0,3,3
325,40,Travel_Frequently,Research & Development,10,4,Manufacturing Director,65670,1.0,13,3,8,3,3.0,2.0,3.0,4,3
325,40,Travel_Frequently,Research & Development,10,4,Manufacturing Director,65670,1.0,13,3,8,3,3.0,2.0,3.0,4,3
326,34,Travel_Rarely,Research & Development,10,3,Healthcare Representative,47390,5.0,24,2,3,1,3.0,1.0,3.0,3,4
326,34,Travel_Rarely,Research & Development,10,3,Healthcare Representative,47390,5.0,24,2,3,1,3.0,1.0,3.0,3,4
327,42,Travel_Frequently,Research & Development,9,4,Manufacturing Director,92080,1.0,15,2,24,14,2.0,4.0,2.0,4,3
327,42,Travel_Frequently,Research & Development,9,4,Manufacturing Director,92080,1.0,15,2,24,14,2.0,4.0,2.0,4,3
4738,23,Travel_Rarely,Sales,2,3,Manufacturing Director,45590,1.0,18,2,0,0,3.0,1.0,3.0,2,3
329,24,Non-Travel,Sales,1,5,Manufacturing Director,81890,1.0,14,3,1,0,3.0,2.0,3.0,3,3
329,24,Non-Travel,Sales,1,5,Manufacturing Director,81890,1.0,14,3,1,0,3.0,2.0,3.0,3,3
330,52,Travel_Rarely,Research & Development,29,3,Manufacturing Director,29420,8.0,11,1,5,1,4.0,3.0,3.0,2,3
330,52,Travel_Rarely,Research & Development,29,3,Manufacturing Director,29420,8.0,11,1,5,1,4.0,3.0,3.0,2,3
331,50,Travel_Rarely,Research & Development,8,4,Sales Executive,49410,5.0,11,3,4,0,3.0,3.0,3.0,1,3
331,50,Travel_Rarely,Research & Development,8,4,Sales Executive,49410,5.0,11,3,4,0,3.0,3.0,3.0,1,3
4742,29,Travel_Rarely,Sales,2,4,Research Scientist,106500,1.0,13,2,1,0,2.0,1.0,3.0,4,3
333,33,Travel_Rarely,Research & Development,3,4,Manufacturing Director,59020,0.0,12,2,13,3,3.0,3.0,4.0,3,3
333,33,Travel_Rarely,Research & Development,3,4,Manufacturing Director,59020,0.0,12,2,13,3,3.0,3.0,4.0,3,3
4744,33,Travel_Rarely,Research & Development,23,5,Human Resources,86390,5.0,16,3,3,0,1.0,1.0,3.0,2,3
335,47,Travel_Rarely,Research & Development,6,4,Manager,63470,1.0,14,2,26,3,3.0,4.0,2.0,4,3
335,47,Travel_Rarely,Research & Development,6,4,Manager,63470,1.0,14,2,26,3,3.0,4.0,2.0,4,3
336,36,Travel_Rarely,Sales,6,3,Sales Executive,42000,0.0,22,3,9,0,3.0,2.0,3.0,3,4
336,36,Travel_Rarely,Sales,6,3,Sales Executive,42000,0.0,22,3,9,0,3.0,2.0,3.0,3,4
337,29,Travel_Rarely,Research & Development,10,3,Research Scientist,34520,1.0,11,3,10,0,3.0,3.0,3.0,2,3
337,29,Travel_Rarely,Research & Development,10,3,Research Scientist,34520,1.0,11,3,10,0,3.0,3.0,3.0,2,3
4748,58,Travel_Rarely,Research & Development,24,3,Research Scientist,43170,7.0,17,2,31,13,4.0,2.0,3.0,3,3
339,35,Travel_Rarely,Sales,10,4,Research Scientist,26320,3.0,13,3,2,2,4.0,3.0,3.0,4,3
339,35,Travel_Rarely,Sales,10,4,Research Scientist,26320,3.0,13,3,2,2,4.0,3.0,3.0,4,3
340,42,Travel_Rarely,Sales,15,1,Laboratory Technician,46680,9.0,18,2,4,0,4.0,4.0,3.0,3,3
340,42,Travel_Rarely,Sales,15,1,Laboratory Technician,46680,9.0,18,2,4,0,4.0,4.0,3.0,3,3
4751,28,Travel_Rarely,Research & Development,19,4,Sales Executive,32040,6.0,16,4,2,2,3.0,3.0,2.0,2,3
342,36,Travel_Rarely,Research & Development,2,3,Healthcare Representative,27200,4.0,14,3,5,0,3.0,2.0,3.0,3,3
342,36,Travel_Rarely,Research & Development,2,3,Healthcare Representative,27200,4.0,14,3,5,0,3.0,2.0,3.0,3,3
343,32,Travel_Rarely,Research & Development,3,1,Manufacturing Director,171810,1.0,14,2,14,6,3.0,3.0,3.0,2,3
343,32,Travel_Rarely,Research & Development,3,1,Manufacturing Director,171810,1.0,14,2,14,6,3.0,3.0,3.0,2,3
344,40,Travel_Frequently,Sales,9,3,Manufacturing Director,22380,,14,3,1,0,1.0,3.0,3.0,3,3
344,40,Travel_Frequently,Sales,9,3,Manufacturing Director,22380,,14,3,1,0,1.0,3.0,3.0,3,3
345,30,Travel_Rarely,Research & Development,7,3,Research Director,14830,5.0,13,3,0,0,3.0,4.0,2.0,3,3
345,30,Travel_Rarely,Research & Development,7,3,Research Director,14830,5.0,13,3,0,0,3.0,4.0,2.0,3,3
346,45,Travel_Rarely,Research & Development,10,4,Research Director,56050,1.0,12,2,1,0,2.0,3.0,3.0,3,3
346,45,Travel_Rarely,Research & Development,10,4,Research Director,56050,1.0,12,2,1,0,2.0,3.0,3.0,3,3
347,42,Travel_Rarely,Research & Development,20,2,Sales Representative,72950,1.0,15,3,9,7,2.0,2.0,2.0,3,3
347,42,Travel_Rarely,Research & Development,20,2,Sales Representative,72950,1.0,15,3,9,7,2.0,2.0,2.0,3,3
348,38,Travel_Frequently,Sales,4,3,Research Scientist,23060,2.0,19,5,4,1,1.0,1.0,2.0,3,3
348,38,Travel_Frequently,Sales,4,3,Research Scientist,23060,2.0,19,5,4,1,1.0,1.0,2.0,3,3
349,34,Travel_Frequently,Research & Development,7,4,Laboratory Technician,23480,1.0,14,3,5,1,3.0,4.0,3.0,3,3
349,34,Travel_Frequently,Research & Development,7,4,Laboratory Technician,23480,1.0,14,3,5,1,3.0,4.0,3.0,3,3
4760,49,Travel_Rarely,Sales,7,2,Healthcare Representative,89980,1.0,14,2,9,7,3.0,4.0,4.0,4,3
4761,55,Travel_Rarely,Human Resources,16,3,Manufacturing Director,43190,4.0,11,3,9,7,3.0,4.0,2.0,4,3
352,43,Travel_Rarely,Research & Development,25,2,Healthcare Representative,61320,6.0,13,3,4,1,2.0,1.0,3.0,2,3
352,43,Travel_Rarely,Research & Development,25,2,Healthcare Representative,61320,6.0,13,3,4,1,2.0,1.0,3.0,2,3
353,27,Travel_Rarely,Sales,2,4,Manager,33460,1.0,21,2,9,0,3.0,4.0,3.0,2,4
353,27,Travel_Rarely,Sales,2,4,Manager,33460,1.0,21,2,9,0,3.0,4.0,3.0,2,4
354,35,Travel_Rarely,Research & Development,1,3,Research Director,108550,3.0,13,2,8,1,3.0,3.0,4.0,3,3
354,35,Travel_Rarely,Research & Development,1,3,Research Director,108550,3.0,13,2,8,1,3.0,3.0,4.0,3,3
355,28,Travel_Rarely,Sales,1,2,Sales Executive,22310,1.0,12,3,8,7,2.0,2.0,3.0,2,3
355,28,Travel_Rarely,Sales,1,2,Sales Executive,22310,1.0,12,3,8,7,2.0,2.0,3.0,2,3
356,34,Travel_Rarely,Sales,2,5,Research Scientist,23230,0.0,17,2,3,0,3.0,4.0,1.0,3,3
356,34,Travel_Rarely,Sales,2,5,Research Scientist,23230,0.0,17,2,3,0,3.0,4.0,1.0,3,3
4767,26,Travel_Frequently,Research & Development,22,4,Sales Executive,20240,1.0,23,2,8,1,3.0,3.0,3.0,3,4
358,27,Non-Travel,Sales,1,3,Sales Executive,27130,1.0,11,2,0,0,4.0,4.0,2.0,3,3
358,27,Non-Travel,Sales,1,3,Sales Executive,27130,1.0,11,2,0,0,4.0,4.0,2.0,3,3
359,51,Travel_Rarely,Sales,16,3,Research Scientist,94390,2.0,15,0,20,4,1.0,3.0,2.0,3,3
359,51,Travel_Rarely,Sales,16,3,Research Scientist,94390,2.0,15,0,20,4,1.0,3.0,2.0,3,3
360,44,Travel_Rarely,Sales,24,5,Sales Executive,25660,9.0,11,3,5,2,4.0,2.0,2.0,3,3
360,44,Travel_Rarely,Sales,24,5,Sales Executive,25660,9.0,11,3,5,2,4.0,2.0,2.0,3,3
361,25,Travel_Rarely,Research & Development,17,3,Laboratory Technician,199260,7.0,11,5,4,0,1.0,1.0,2.0,4,3
361,25,Travel_Rarely,Research & Development,17,3,Laboratory Technician,199260,7.0,11,5,4,0,1.0,1.0,2.0,4,3
362,33,Travel_Rarely,Research & Development,8,4,Laboratory Technician,24510,1.0,13,3,9,0,1.0,1.0,3.0,2,3
362,33,Travel_Rarely,Research & Development,8,4,Laboratory Technician,24510,1.0,13,3,9,0,1.0,1.0,3.0,2,3
363,35,Travel_Rarely,Sales,6,4,Manager,94190,1.0,24,5,6,1,3.0,1.0,2.0,2,4
363,35,Travel_Rarely,Sales,6,4,Manager,94190,1.0,24,5,6,1,3.0,1.0,2.0,2,4
364,36,Travel_Rarely,Sales,10,4,Manager,86860,1.0,13,2,18,4,2.0,4.0,2.0,3,3
364,36,Travel_Rarely,Sales,10,4,Manager,86860,1.0,13,2,18,4,2.0,4.0,2.0,3,3
365,32,Travel_Rarely,Research & Development,3,4,Sales Executive,30380,2.0,20,3,5,0,2.0,4.0,2.0,3,4
365,32,Travel_Rarely,Research & Development,3,4,Sales Executive,30380,2.0,20,3,5,0,2.0,4.0,2.0,3,4
366,30,Travel_Frequently,Research & Development,4,5,Sales Representative,30580,9.0,14,2,5,0,2.0,4.0,2.0,3,3
366,30,Travel_Frequently,Research & Development,4,5,Sales Representative,30580,9.0,14,2,5,0,2.0,4.0,2.0,3,3
367,53,Travel_Rarely,Sales,6,3,Sales Executive,23250,7.0,18,1,5,0,1.0,4.0,3.0,4,3
367,53,Travel_Rarely,Sales,6,3,Sales Executive,23250,7.0,18,1,5,0,1.0,4.0,3.0,4,3
368,45,Travel_Rarely,Research & Development,1,5,Healthcare Representative,20880,4.0,15,2,5,0,4.0,1.0,3.0,3,3
368,45,Travel_Rarely,Research & Development,1,5,Healthcare Representative,20880,4.0,15,2,5,0,4.0,1.0,3.0,3,3
369,32,Travel_Rarely,Sales,10,3,Human Resources,30720,5.0,12,4,5,1,3.0,3.0,2.0,1,3
369,32,Travel_Rarely,Sales,10,3,Human Resources,30720,5.0,12,4,5,1,3.0,3.0,2.0,1,3
370,52,Travel_Frequently,Research & Development,1,1,Laboratory Technician,50060,3.0,16,2,9,0,3.0,4.0,3.0,3,3
370,52,Travel_Frequently,Research & Development,1,1,Laboratory Technician,50060,3.0,16,2,9,0,3.0,4.0,3.0,3,3
371,37,Travel_Rarely,Sales,24,2,Laboratory Technician,42570,4.0,15,2,1,0,4.0,3.0,3.0,3,3
371,37,Travel_Rarely,Sales,24,2,Laboratory Technician,42570,4.0,15,2,1,0,4.0,3.0,3.0,3,3
372,28,Travel_Rarely,Research & Development,21,4,Healthcare Representative,25000,1.0,16,3,5,0,2.0,4.0,3.0,3,3
372,28,Travel_Rarely,Research & Development,21,4,Healthcare Representative,25000,1.0,16,3,5,0,2.0,4.0,3.0,3,3
373,22,Travel_Rarely,Research & Development,2,2,Sales Representative,11020,6.0,19,3,2,2,4.0,4.0,1.0,2,3
373,22,Travel_Rarely,Research & Development,2,2,Sales Representative,11020,6.0,19,3,2,2,4.0,4.0,1.0,2,3
374,44,Travel_Rarely,Research & Development,22,3,Laboratory Technician,104530,2.0,11,2,3,0,1.0,4.0,2.0,3,3
374,44,Travel_Rarely,Research & Development,22,3,Laboratory Technician,104530,2.0,11,2,3,0,1.0,4.0,2.0,3,3
375,42,Travel_Frequently,Sales,13,4,Laboratory Technician,22880,5.0,16,4,2,2,2.0,4.0,3.0,2,3
375,42,Travel_Frequently,Sales,13,4,Laboratory Technician,22880,5.0,16,4,2,2,2.0,4.0,3.0,2,3
376,36,Travel_Rarely,Research & Development,14,3,Research Scientist,39290,0.0,24,6,5,0,1.0,1.0,3.0,2,4
376,36,Travel_Rarely,Research & Development,14,3,Research Scientist,39290,0.0,24,6,5,0,1.0,1.0,3.0,2,4
377,25,Travel_Rarely,Sales,11,3,Laboratory Technician,23110,1.0,11,2,5,0,3.0,1.0,3.0,3,3
377,25,Travel_Rarely,Sales,11,3,Laboratory Technician,23110,1.0,11,2,5,0,3.0,1.0,3.0,3,3
378,35,Travel_Rarely,Research & Development,9,2,Healthcare Representative,31400,1.0,13,2,17,5,4.0,3.0,3.0,2,3
378,35,Travel_Rarely,Research & Development,9,2,Healthcare Representative,31400,1.0,13,2,17,5,4.0,3.0,3.0,2,3
4789,35,Travel_Frequently,Sales,8,2,Laboratory Technician,36900,1.0,13,2,10,7,4.0,2.0,2.0,4,3
380,32,Non-Travel,Research & Development,21,3,Sales Executive,44500,0.0,13,3,3,0,4.0,4.0,3.0,3,3
380,32,Non-Travel,Research & Development,21,3,Sales Executive,44500,0.0,13,3,3,0,4.0,4.0,3.0,3,3
381,25,Travel_Rarely,Sales,5,3,Research Scientist,27560,1.0,12,2,5,0,3.0,1.0,4.0,3,3
381,25,Travel_Rarely,Sales,5,3,Research Scientist,27560,1.0,12,2,5,0,3.0,1.0,4.0,3,3
382,49,Travel_Rarely,Sales,9,3,Sales Representative,190330,2.0,18,5,4,0,3.0,1.0,3.0,3,3
382,49,Travel_Rarely,Sales,9,3,Sales Representative,190330,2.0,18,5,4,0,3.0,1.0,3.0,3,3
383,24,Non-Travel,Research & Development,2,5,Healthcare Representative,187220,0.0,22,3,5,3,1.0,4.0,2.0,3,4
383,24,Non-Travel,Research & Development,2,5,Healthcare Representative,187220,0.0,22,3,5,3,1.0,4.0,2.0,3,4
384,32,Travel_Frequently,Research & Development,12,5,Research Scientist,95470,1.0,13,3,10,5,2.0,2.0,3.0,2,3
384,32,Travel_Frequently,Research & Development,12,5,Research Scientist,95470,1.0,13,3,10,5,2.0,2.0,3.0,2,3
385,38,Travel_Rarely,Sales,22,2,Sales Executive,137340,0.0,13,3,2,1,2.0,2.0,3.0,4,3
385,38,Travel_Rarely,Sales,22,2,Sales Executive,137340,0.0,13,3,2,1,2.0,2.0,3.0,4,3
386,42,Travel_Rarely,Research & Development,18,1,Research Scientist,199990,2.0,23,6,5,1,3.0,4.0,2.0,3,4
386,42,Travel_Rarely,Research & Development,18,1,Research Scientist,199990,2.0,23,6,5,1,3.0,4.0,2.0,3,4
387,31,Travel_Rarely,Research & Development,16,3,Sales Executive,22790,3.0,12,3,6,0,4.0,4.0,3.0,3,3
387,31,Travel_Rarely,Research & Development,16,3,Sales Executive,22790,3.0,12,3,6,0,4.0,4.0,3.0,3,3
4798,29,Travel_Rarely,Sales,3,3,Laboratory Technician,59160,6.0,12,2,3,0,2.0,3.0,3.0,3,3
389,53,Travel_Rarely,Research & Development,9,3,Sales Representative,20890,5.0,16,2,2,2,1.0,4.0,3.0,2,3
389,53,Travel_Rarely,Research & Development,9,3,Sales Representative,20890,5.0,16,2,2,2,1.0,4.0,3.0,2,3
390,35,Travel_Rarely,Research & Development,1,3,Healthcare Representative,167920,3.0,12,3,13,4,4.0,2.0,3.0,4,3
390,35,Travel_Rarely,Research & Development,1,3,Healthcare Representative,167920,3.0,12,3,13,4,4.0,2.0,3.0,4,3
391,37,Travel_Frequently,Research & Development,13,4,Human Resources,35640,5.0,11,1,5,0,3.0,4.0,3.0,1,3
391,37,Travel_Frequently,Research & Development,13,4,Human Resources,35640,5.0,11,1,5,0,3.0,4.0,3.0,1,3
392,53,Travel_Rarely,Research & Development,1,1,Sales Executive,44250,6.0,22,2,12,3,4.0,4.0,3.0,4,4
392,53,Travel_Rarely,Research & Development,1,1,Sales Executive,44250,6.0,22,2,12,3,4.0,4.0,3.0,4,4
393,43,Travel_Frequently,Research & Development,1,3,Laboratory Technician,52650,4.0,11,4,5,2,4.0,4.0,2.0,3,3
393,43,Travel_Frequently,Research & Development,1,3,Laboratory Technician,52650,4.0,11,4,5,2,4.0,4.0,2.0,3,3
394,47,Travel_Rarely,Sales,15,4,Research Director,65530,0.0,15,2,7,7,3.0,4.0,3.0,3,3
394,47,Travel_Rarely,Sales,15,4,Research Director,65530,0.0,15,2,7,7,3.0,4.0,3.0,3,3
395,37,Non-Travel,Research & Development,1,5,Research Scientist,62610,1.0,12,1,10,0,1.0,2.0,3.0,3,3
395,37,Non-Travel,Research & Development,1,5,Research Scientist,62610,1.0,12,1,10,0,1.0,2.0,3.0,3,3
396,50,Non-Travel,Research & Development,17,3,Laboratory Technician,42980,1.0,20,6,31,14,1.0,1.0,3.0,3,4
396,50,Non-Travel,Research & Development,17,3,Laboratory Technician,42980,1.0,20,6,31,14,1.0,1.0,3.0,3,4
397,39,Travel_Rarely,Research & Development,1,3,Human Resources,68040,8.0,14,3,5,0,4.0,4.0,3.0,2,3
397,39,Travel_Rarely,Research & Development,1,3,Human Resources,68040,8.0,14,3,5,0,4.0,4.0,3.0,2,3
398,33,Travel_Rarely,Sales,7,3,Manufacturing Director,38150,3.0,11,3,4,0,4.0,2.0,4.0,3,3
398,33,Travel_Rarely,Sales,7,3,Manufacturing Director,38150,3.0,11,3,4,0,4.0,2.0,4.0,3,3
4809,32,Travel_Rarely,Research & Development,9,1,Laboratory Technician,27410,1.0,15,5,1,0,1.0,4.0,1.0,2,3
400,29,Travel_Rarely,Research & Development,5,4,Healthcare Representative,66730,6.0,12,2,4,0,1.0,4.0,3.0,4,3
400,29,Travel_Rarely,Research & Development,5,4,Healthcare Representative,66730,6.0,12,2,4,0,1.0,4.0,3.0,4,3
401,44,Travel_Rarely,Research & Development,26,2,Manufacturing Director,76390,1.0,14,6,8,7,2.0,1.0,3.0,3,3
401,44,Travel_Rarely,Research & Development,26,2,Manufacturing Director,76390,1.0,14,6,8,7,2.0,1.0,3.0,3,3
402,28,Travel_Rarely,Sales,24,5,Research Scientist,23280,1.0,11,3,4,0,1.0,4.0,3.0,3,3
