EmployeeID,Age,BusinessTravel,Department,DistanceFromHome,Education,JobRole,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,retiro_2016,renuncia2016
667,35,Travel_Rarely,Research & Development,9,3,Healthcare Representative,98240,0.0,19,2,3,2,3.0,3.0,3.0,3,3,,0
668,42,Travel_Rarely,Research & Development,23,4,Manager,64470,6.0,13,3,1,0,2.0,2.0,3.0,3,3,,0
669,43,Travel_Rarely,Research & Development,7,2,Laboratory Technician,195020,3.0,18,3,21,15,4.0,4.0,4.0,4,3,,0
670,36,Travel_Rarely,Research & Development,2,4,Healthcare Representative,27250,9.0,21,4,16,5,3.0,2.0,3.0,2,4,,0
671,44,Travel_Rarely,Research & Development,21,4,Laboratory Technician,62720,1.0,19,3,10,0,1.0,4.0,3.0,3,3,Resignation,1
672,28,Travel_Frequently,Research & Development,2,3,Sales Representative,21270,1.0,14,3,2,2,4.0,4.0,3.0,3,3,,0
673,51,Travel_Frequently,Sales,21,4,Research Scientist,182000,0.0,17,3,7,7,2.0,3.0,2.0,3,3,,0
674,30,Non-Travel,Research & Development,2,4,Research Scientist,20960,7.0,11,2,8,1,3.0,3.0,3.0,3,3,,0
675,29,Travel_Rarely,Research & Development,29,4,Sales Representative,28860,3.0,13,4,7,7,2.0,3.0,3.0,3,3,Resignation,1
676,28,Travel_Rarely,Sales,1,4,Sales Representative,20330,2.0,15,5,3,1,4.0,1.0,2.0,3,3,,0
677,25,Travel_Rarely,Research & Development,18,2,Research Scientist,36220,1.0,25,0,2,2,4.0,2.0,2.0,3,4,,0
678,32,Travel_Rarely,Research & Development,10,4,Sales Executive,42330,1.0,11,5,10,0,3.0,4.0,4.0,3,3,,0
680,39,Travel_Rarely,Sales,29,1,Laboratory Technician,54600,6.0,13,3,19,15,3.0,2.0,3.0,3,3,,0
681,58,Travel_Rarely,Research & Development,27,3,Laboratory Technician,21870,1.0,18,1,2,2,1.0,3.0,3.0,1,3,,0
682,32,Travel_Rarely,Research & Development,5,3,Sales Executive,96020,1.0,13,3,10,1,4.0,3.0,3.0,3,3,Resignation,1
683,39,Travel_Rarely,Research & Development,18,2,Laboratory Technician,28360,0.0,20,3,5,0,3.0,1.0,3.0,2,4,Fired,0
684,30,Travel_Rarely,Sales,9,1,Research Director,40890,0.0,18,2,9,6,1.0,4.0,3.0,4,3,,0
685,36,Travel_Rarely,Sales,1,3,Sales Executive,166270,3.0,12,5,7,1,4.0,3.0,3.0,2,3,,0
686,46,Travel_Rarely,Sales,4,3,Research Scientist,26190,6.0,12,3,7,5,4.0,1.0,4.0,2,3,,0
687,28,Non-Travel,Research & Development,1,3,Sales Executive,56790,0.0,13,2,9,7,3.0,4.0,3.0,2,3,,0
688,50,Travel_Rarely,Research & Development,20,2,Laboratory Technician,154020,4.0,21,3,3,1,4.0,1.0,3.0,2,4,,0
689,40,Travel_Rarely,Sales,8,1,Laboratory Technician,59850,2.0,13,1,5,1,4.0,2.0,3.0,2,3,Resignation,1
690,52,Travel_Rarely,Research & Development,3,2,Laboratory Technician,25790,9.0,19,1,8,7,2.0,2.0,2.0,3,3,Resignation,1
691,30,Travel_Rarely,Research & Development,6,4,Sales Executive,30410,1.0,11,2,9,0,2.0,1.0,3.0,2,3,,0
692,39,Travel_Rarely,Research & Development,26,1,Healthcare Representative,34470,0.0,14,5,8,1,1.0,3.0,3.0,3,3,,0
693,31,Non-Travel,Research & Development,1,2,Sales Executive,195130,1.0,12,1,10,9,4.0,3.0,2.0,2,3,,0
694,41,Non-Travel,Sales,6,3,Research Director,27730,1.0,11,3,19,11,3.0,2.0,3.0,3,3,,0
695,31,Travel_Frequently,Research & Development,3,1,Sales Executive,71040,1.0,14,3,3,2,4.0,2.0,4.0,3,3,Resignation,1
696,44,Travel_Rarely,Sales,5,3,Laboratory Technician,63220,4.0,11,2,3,1,1.0,1.0,4.0,3,3,Fired,0
697,42,Non-Travel,Research & Development,4,3,Laboratory Technician,20830,0.0,12,3,20,2,3.0,3.0,2.0,2,3,,0
698,55,Travel_Rarely,Sales,11,3,Manufacturing Director,83810,4.0,15,3,19,9,4.0,3.0,3.0,3,3,,0
699,56,Travel_Rarely,Sales,3,2,Manufacturing Director,26910,6.0,16,6,7,7,4.0,2.0,3.0,3,3,,0
700,40,Non-Travel,Research & Development,1,1,Laboratory Technician,42860,9.0,15,6,4,0,3.0,3.0,3.0,3,3,,0
701,34,Travel_Rarely,Research & Development,3,2,Research Director,26590,0.0,24,2,9,1,4.0,4.0,2.0,3,4,,0
702,40,Travel_Rarely,Sales,4,3,Sales Executive,94340,1.0,13,3,9,8,3.0,4.0,3.0,2,3,,0
703,41,Travel_Frequently,Sales,1,4,Healthcare Representative,55610,0.0,11,2,9,1,3.0,1.0,3.0,2,3,,0
704,35,Travel_Frequently,Sales,1,2,Manager,66460,1.0,13,2,9,1,3.0,3.0,3.0,2,3,,0
705,51,Travel_Rarely,Sales,18,2,Manufacturing Director,77250,1.0,13,2,33,0,3.0,2.0,3.0,3,3,,0
706,38,Travel_Rarely,Sales,2,4,Research Scientist,107250,3.0,18,5,7,1,2.0,1.0,3.0,2,3,,0
707,34,Travel_Rarely,Sales,4,3,Research Scientist,88470,1.0,16,3,10,9,3.0,1.0,4.0,4,3,,0
708,25,Travel_Rarely,Research & Development,6,2,Research Scientist,20450,3.0,19,3,3,1,4.0,4.0,2.0,3,3,,0
709,58,Travel_Rarely,Sales,1,4,Sales Executive,10090,7.0,13,3,10,5,3.0,1.0,2.0,4,3,Resignation,1
710,40,Travel_Rarely,Research & Development,14,4,Research Scientist,33480,3.0,22,2,4,0,2.0,2.0,3.0,1,4,,0
711,36,Travel_Frequently,Sales,16,2,Research Scientist,12810,2.0,11,2,15,6,1.0,1.0,2.0,3,3,,0
712,48,Travel_Rarely,Research & Development,2,1,Research Scientist,28190,1.0,20,2,10,0,4.0,4.0,3.0,2,4,,0
713,27,Travel_Rarely,Research & Development,2,3,Laboratory Technician,48510,8.0,18,2,1,0,3.0,4.0,3.0,3,3,,0
714,51,Travel_Rarely,Research & Development,4,1,Manufacturing Director,40280,3.0,14,3,5,0,4.0,2.0,2.0,3,3,,0
715,18,Non-Travel,Research & Development,1,4,Sales Executive,27200,1.0,22,2,0,0,4.0,4.0,4.0,3,4,,0
716,35,Travel_Rarely,Research & Development,1,4,Research Director,81200,0.0,13,2,9,0,4.0,4.0,3.0,2,3,,0
717,27,Travel_Frequently,Research & Development,26,4,Research Director,46470,3.0,17,3,6,0,4.0,4.0,3.0,4,3,,0
718,55,Travel_Rarely,Research & Development,19,3,Human Resources,46800,6.0,14,0,19,3,1.0,3.0,2.0,4,3,Resignation,1
719,56,Travel_Rarely,Research & Development,24,4,Laboratory Technician,32210,4.0,15,2,19,15,4.0,2.0,3.0,3,3,,0
720,34,Non-Travel,Sales,1,2,Research Scientist,86210,1.0,17,1,5,0,1.0,3.0,3.0,3,3,,0
721,40,Travel_Rarely,Research & Development,3,3,Sales Executive,45770,5.0,11,3,12,11,2.0,3.0,3.0,2,3,,0
722,34,Travel_Rarely,Research & Development,5,3,Research Scientist,45530,4.0,18,2,8,7,2.0,3.0,3.0,4,3,,0
723,31,Travel_Frequently,Research & Development,2,2,Manufacturing Director,53960,7.0,17,2,1,0,3.0,4.0,4.0,1,3,Resignation,1
724,35,Travel_Frequently,Research & Development,1,2,Manufacturing Director,67960,0.0,13,2,4,3,4.0,3.0,2.0,3,3,Resignation,1
725,38,Travel_Frequently,Research & Development,7,3,Sales Representative,76250,1.0,15,2,4,0,4.0,3.0,3.0,2,3,,0
726,34,Travel_Rarely,Research & Development,10,4,Laboratory Technician,74120,1.0,24,4,14,4,3.0,4.0,4.0,3,4,,0
727,28,Travel_Rarely,Research & Development,2,3,Healthcare Representative,111590,1.0,12,2,5,0,3.0,1.0,3.0,3,3,,0
728,31,Travel_Rarely,Research & Development,15,2,Sales Executive,49600,1.0,15,3,10,6,4.0,3.0,2.0,2,3,Resignation,1
729,39,Travel_Rarely,Research & Development,17,4,Healthcare Representative,104750,3.0,11,3,5,1,1.0,4.0,4.0,3,3,,0
730,51,Travel_Frequently,Research & Development,20,3,Sales Executive,148140,2.0,11,2,4,3,2.0,2.0,3.0,2,3,,0
731,41,Travel_Frequently,Research & Development,1,3,Sales Executive,191410,3.0,12,2,6,3,4.0,4.0,2.0,3,3,,0
732,37,Travel_Rarely,Research & Development,2,2,Healthcare Representative,54050,7.0,15,3,6,1,3.0,3.0,3.0,4,3,,0
733,33,Travel_Frequently,Research & Development,2,3,Sales Executive,87930,6.0,17,2,5,1,2.0,4.0,4.0,3,3,,0
734,32,Travel_Rarely,Research & Development,1,4,Research Director,191890,0.0,12,3,3,1,3.0,2.0,2.0,3,3,,0
735,39,Non-Travel,Research & Development,29,2,Sales Executive,38750,3.0,15,3,6,0,3.0,3.0,3.0,3,3,,0
737,52,Travel_Frequently,Research & Development,2,1,Sales Executive,117130,2.0,14,2,5,0,4.0,3.0,2.0,3,3,,0
738,43,Travel_Rarely,Research & Development,2,2,Laboratory Technician,78610,1.0,14,1,20,1,1.0,3.0,1.0,3,3,,0
739,27,Travel_Rarely,Research & Development,2,4,Human Resources,37080,1.0,16,2,6,4,4.0,4.0,3.0,3,3,,0
740,27,Travel_Rarely,Research & Development,2,5,Research Scientist,137700,1.0,18,3,8,7,4.0,3.0,3.0,4,3,Resignation,1
741,26,Travel_Rarely,Research & Development,2,2,Laboratory Technician,53040,0.0,20,2,4,1,1.0,4.0,3.0,3,4,,0
742,42,Travel_Rarely,Sales,23,3,Research Scientist,26420,0.0,13,3,20,0,3.0,1.0,3.0,3,3,,0
743,52,Travel_Rarely,Research & Development,5,2,Healthcare Representative,27590,9.0,18,6,5,0,3.0,1.0,1.0,3,3,,0
744,37,Travel_Rarely,Research & Development,20,5,Manager,68040,4.0,13,1,3,0,1.0,3.0,3.0,3,3,,0
745,35,Travel_Frequently,Research & Development,6,4,Research Director,61420,2.0,15,2,2,2,3.0,4.0,3.0,3,3,,0
746,25,Travel_Rarely,Research & Development,1,4,Sales Executive,25000,4.0,14,2,3,0,1.0,4.0,2.0,1,3,,0
747,26,Travel_Rarely,Research & Development,29,4,Research Scientist,63890,0.0,22,2,7,0,3.0,1.0,3.0,2,4,,0
748,29,Travel_Rarely,Sales,9,3,Laboratory Technician,111030,1.0,12,5,10,0,2.0,1.0,2.0,2,3,,0
749,49,Travel_Frequently,Sales,6,5,Healthcare Representative,23420,3.0,18,2,4,1,1.0,1.0,3.0,3,3,Resignation,1
750,29,Travel_Frequently,Sales,3,2,Laboratory Technician,68110,0.0,15,2,8,7,3.0,4.0,3.0,3,3,Resignation,1
751,54,Travel_Rarely,Sales,1,3,Manager,22970,6.0,18,2,20,12,4.0,4.0,2.0,2,3,,0
752,58,Travel_Rarely,Sales,22,3,Laboratory Technician,24500,3.0,12,2,9,1,4.0,1.0,3.0,3,3,,0
753,55,Travel_Rarely,Research & Development,7,3,Research Scientist,50930,2.0,16,3,7,0,2.0,4.0,4.0,3,3,,0
754,36,Travel_Rarely,Research & Development,1,3,Sales Executive,53090,3.0,13,5,5,0,1.0,2.0,3.0,3,3,,0
755,31,Travel_Frequently,Sales,4,3,Manager,30570,1.0,19,3,1,0,2.0,3.0,3.0,3,3,Resignation,1
756,30,Travel_Rarely,Sales,3,3,Sales Executive,51210,7.0,13,4,3,0,4.0,1.0,3.0,3,3,,0
757,31,Travel_Rarely,Research & Development,1,3,Laboratory Technician,168560,3.0,12,3,3,1,1.0,2.0,4.0,3,3,,0
758,34,Travel_Frequently,Sales,2,1,Manager,26860,5.0,11,3,4,1,4.0,1.0,3.0,4,3,,0
759,31,Travel_Rarely,Sales,20,3,Research Scientist,61800,1.0,14,2,1,0,1.0,2.0,4.0,1,3,Resignation,1
760,27,Travel_Rarely,Human Resources,11,4,Sales Executive,66320,0.0,16,3,5,1,2.0,1.0,4.0,3,3,,0
761,36,Travel_Rarely,Sales,1,3,Research Scientist,35050,1.0,12,2,10,1,1.0,4.0,2.0,2,3,,0
762,36,Travel_Rarely,Research & Development,24,3,Research Director,63970,4.0,14,3,3,0,3.0,1.0,2.0,3,3,,0
763,47,Travel_Rarely,Research & Development,23,4,Sales Executive,62740,7.0,14,0,6,1,1.0,4.0,2.0,3,3,,0
764,25,Travel_Rarely,Sales,16,4,Research Scientist,198590,3.0,19,3,3,2,1.0,1.0,3.0,2,3,Resignation,1
765,37,Non-Travel,Sales,8,4,Healthcare Representative,75870,0.0,22,5,6,1,3.0,3.0,1.0,3,4,,0
766,56,Travel_Rarely,Research & Development,10,4,Sales Representative,42580,2.0,16,2,3,1,1.0,1.0,4.0,3,3,,0
767,47,Travel_Rarely,Research & Development,3,2,Laboratory Technician,43640,3.0,11,3,20,5,1.0,3.0,4.0,3,3,,0
768,24,Travel_Rarely,Research & Development,5,1,Manufacturing Director,43350,1.0,15,5,5,0,4.0,3.0,3.0,3,3,,0
769,32,Travel_Rarely,Sales,4,3,Research Scientist,53260,4.0,14,2,4,0,4.0,4.0,2.0,3,3,,0
770,34,Travel_Rarely,Research & Development,9,2,Sales Executive,32800,5.0,13,3,5,0,4.0,2.0,2.0,3,3,,0
771,41,Travel_Rarely,Research & Development,26,3,Sales Executive,54850,2.0,17,2,4,0,2.0,3.0,2.0,3,3,,0
772,40,Non-Travel,Sales,3,2,Sales Executive,43420,3.0,11,6,8,0,3.0,3.0,4.0,2,3,,0
773,31,Travel_Rarely,Research & Development,16,3,Human Resources,27820,1.0,19,5,13,9,1.0,4.0,3.0,3,3,,0
774,46,Travel_Rarely,Research & Development,18,1,Manufacturing Director,59800,4.0,11,2,7,4,1.0,4.0,4.0,3,3,Resignation,1
775,39,Non-Travel,Research & Development,2,4,Manufacturing Director,43810,2.0,15,1,1,0,1.0,1.0,4.0,2,3,Resignation,1
776,31,Travel_Frequently,Sales,2,3,Sales Executive,25720,1.0,13,3,10,4,3.0,2.0,3.0,3,3,Resignation,1
777,45,Travel_Rarely,Sales,10,2,Sales Executive,38330,2.0,14,1,7,0,2.0,1.0,3.0,3,3,,0
778,31,Travel_Rarely,Research & Development,16,4,Human Resources,42440,9.0,13,3,3,0,4.0,2.0,3.0,3,3,,0
779,31,Travel_Frequently,Research & Development,7,4,Laboratory Technician,65000,6.0,23,5,2,2,2.0,4.0,1.0,3,4,Resignation,1
780,45,Travel_Rarely,Research & Development,1,2,Research Scientist,184300,4.0,12,5,3,1,2.0,4.0,4.0,3,3,,0
781,48,Travel_Rarely,Research & Development,24,3,Research Scientist,16010,4.0,12,3,2,2,3.0,1.0,3.0,3,3,,0
782,34,Travel_Rarely,Research & Development,7,4,Research Scientist,26940,1.0,16,3,2,2,1.0,3.0,3.0,3,3,Resignation,1
783,40,Non-Travel,Research & Development,25,4,Sales Executive,31490,2.0,15,1,9,4,4.0,2.0,3.0,2,3,,0
784,28,Travel_Rarely,Research & Development,1,2,Research Scientist,176390,0.0,13,0,5,1,4.0,1.0,3.0,3,3,,0
785,44,Non-Travel,Research & Development,5,3,Laboratory Technician,23190,3.0,18,4,5,0,3.0,3.0,3.0,2,3,,0
786,53,Travel_Rarely,Research & Development,2,4,Manager,116910,4.0,20,2,9,8,4.0,2.0,2.0,3,4,,0
787,49,Travel_Rarely,Research & Development,7,3,Laboratory Technician,53240,2.0,19,2,3,1,1.0,3.0,2.0,1,3,,0
788,40,Travel_Rarely,Research & Development,2,4,Laboratory Technician,167520,2.0,18,3,3,1,3.0,3.0,4.0,3,3,,0
789,44,Travel_Rarely,Research & Development,5,1,Research Scientist,52280,1.0,13,2,5,1,4.0,2.0,2.0,4,3,,0
790,33,Travel_Frequently,Human Resources,10,3,Sales Executive,27000,0.0,14,2,4,0,4.0,1.0,3.0,3,3,,0
791,34,Travel_Rarely,Research & Development,10,4,Sales Representative,192460,3.0,15,5,13,3,4.0,1.0,3.0,3,3,,0
792,30,Travel_Rarely,Sales,1,2,Laboratory Technician,25060,8.0,22,3,2,2,4.0,3.0,2.0,3,4,,0
793,42,Travel_Frequently,Research & Development,8,4,Sales Executive,60620,1.0,22,2,12,5,1.0,4.0,3.0,3,4,,0
794,44,Travel_Frequently,Research & Development,5,3,Manufacturing Director,43820,7.0,16,2,1,0,1.0,3.0,2.0,3,3,,0
795,30,Non-Travel,Research & Development,8,3,Manufacturing Director,21430,1.0,17,2,1,0,3.0,3.0,2.0,3,3,,0
796,57,Travel_Rarely,Sales,2,1,Research Scientist,61620,0.0,14,5,12,2,2.0,3.0,2.0,2,3,,0
797,49,Travel_Rarely,Research & Development,7,3,Sales Executive,50940,3.0,15,5,8,0,3.0,2.0,3.0,3,3,,0
798,34,Travel_Frequently,Research & Development,2,4,Sales Representative,68770,7.0,20,3,14,6,2.0,1.0,2.0,3,4,,0
799,28,Travel_Frequently,Research & Development,2,3,Research Scientist,22740,3.0,20,5,3,1,1.0,3.0,4.0,3,4,Resignation,1
801,34,Travel_Rarely,Research & Development,7,1,Research Scientist,62880,0.0,15,2,15,10,1.0,2.0,4.0,3,3,Resignation,1
802,35,Travel_Rarely,Sales,7,4,Healthcare Representative,25530,1.0,14,4,1,0,4.0,3.0,3.0,2,3,,0
803,24,Travel_Frequently,Sales,3,3,Research Scientist,76540,2.0,17,3,0,0,2.0,1.0,2.0,2,3,Fired,0
804,24,Non-Travel,Research & Development,10,3,Manager,51600,1.0,17,3,1,0,4.0,2.0,3.0,1,3,,0
805,44,Travel_Frequently,Research & Development,5,2,Research Scientist,171590,5.0,22,1,2,2,2.0,3.0,2.0,2,4,,0
806,29,Travel_Rarely,Sales,10,2,Sales Executive,128080,1.0,13,6,10,0,3.0,3.0,3.0,3,3,,0
807,30,Travel_Rarely,Research & Development,1,2,Sales Executive,102210,0.0,19,2,5,1,3.0,3.0,4.0,3,3,,0
808,55,Travel_Rarely,Sales,20,3,Research Scientist,47790,0.0,14,6,3,1,4.0,3.0,3.0,3,3,,0
809,33,Travel_Rarely,Research & Development,7,2,Research Scientist,37370,8.0,22,2,5,0,1.0,2.0,3.0,3,4,,0
810,47,Travel_Rarely,Research & Development,8,4,Sales Representative,23660,3.0,17,5,5,1,3.0,3.0,2.0,2,3,,0
811,28,Travel_Frequently,Sales,1,3,Laboratory Technician,17060,7.0,12,3,0,0,3.0,1.0,2.0,3,3,Fired,0
812,28,Travel_Rarely,Sales,8,4,Laboratory Technician,163070,1.0,16,3,1,0,1.0,3.0,1.0,2,3,,0
813,28,Travel_Frequently,Research & Development,9,3,Sales Executive,59330,0.0,11,3,4,1,3.0,1.0,3.0,3,3,,0
814,49,Travel_Rarely,Research & Development,5,4,Research Scientist,34240,4.0,11,3,3,1,3.0,1.0,3.0,3,3,,0
815,29,Travel_Frequently,Research & Development,8,1,Research Scientist,40370,0.0,14,2,3,0,4.0,2.0,3.0,1,3,,0
816,28,Travel_Rarely,Research & Development,5,1,Laboratory Technician,25590,1.0,11,3,8,1,3.0,2.0,2.0,2,3,,0
817,33,Travel_Rarely,Research & Development,15,4,Sales Executive,62010,2.0,15,2,0,0,4.0,3.0,3.0,2,3,,0
818,32,Travel_Rarely,Research & Development,7,3,Laboratory Technician,44030,2.0,20,3,5,0,3.0,4.0,4.0,2,4,,0
819,54,Travel_Frequently,Sales,10,3,Research Scientist,37610,3.0,12,3,14,1,2.0,4.0,3.0,2,3,,0
820,29,Travel_Rarely,Research & Development,5,3,Research Scientist,109340,6.0,17,2,9,0,1.0,1.0,1.0,3,3,Resignation,1
821,44,Travel_Rarely,Sales,26,1,Sales Representative,107610,3.0,11,5,20,14,4.0,1.0,4.0,2,3,,0
822,39,Travel_Rarely,Sales,6,1,Laboratory Technician,51750,4.0,17,2,2,2,2.0,2.0,3.0,4,3,,0
823,46,Travel_Rarely,Research & Development,4,2,Manufacturing Director,138260,8.0,11,1,13,5,3.0,2.0,4.0,2,3,,0
824,35,Travel_Rarely,Research & Development,23,4,Research Scientist,63340,1.0,14,2,11,3,4.0,2.0,1.0,4,3,,0
825,23,Travel_Rarely,Research & Development,2,4,Manager,49360,0.0,19,2,4,1,1.0,3.0,3.0,2,3,,0
826,40,Travel_Rarely,Research & Development,2,3,Research Director,47750,3.0,15,3,5,1,4.0,1.0,1.0,4,3,Resignation,1
827,34,Travel_Rarely,Human Resources,2,3,Manufacturing Director,28180,1.0,13,2,10,8,4.0,3.0,3.0,3,3,,0
828,31,Travel_Frequently,Research & Development,29,3,Healthcare Representative,25150,1.0,14,3,7,7,4.0,3.0,1.0,2,3,Resignation,1
829,50,Travel_Frequently,Research & Development,6,3,Manager,23420,1.0,12,2,32,13,3.0,4.0,3.0,2,3,,0
830,34,Travel_Rarely,Sales,25,5,Research Scientist,41940,0.0,17,3,11,5,2.0,3.0,3.0,3,3,,0
831,42,Travel_Rarely,Research & Development,1,3,Manufacturing Director,106850,4.0,11,2,1,0,3.0,2.0,3.0,3,3,,0
832,37,Travel_Rarely,Research & Development,2,2,Research Scientist,20220,1.0,12,1,10,3,1.0,4.0,3.0,3,3,,0
833,29,Travel_Rarely,Research & Development,1,3,Manager,23140,3.0,13,5,7,0,3.0,1.0,3.0,4,3,,0
834,33,Travel_Rarely,Research & Development,1,1,Research Scientist,42560,1.0,13,1,5,0,4.0,2.0,3.0,3,3,,0
835,45,Travel_Rarely,Sales,3,3,Laboratory Technician,35800,4.0,20,1,5,0,4.0,4.0,3.0,2,4,,0
836,42,Travel_Frequently,Human Resources,1,4,Manufacturing Director,31620,2.0,17,1,20,13,4.0,4.0,1.0,3,3,,0
837,40,Travel_Rarely,Sales,10,1,Manufacturing Director,65240,0.0,13,2,8,7,1.0,1.0,4.0,4,3,,0
838,33,Travel_Rarely,Research & Development,9,3,Manufacturing Director,28990,1.0,17,3,15,5,2.0,3.0,3.0,2,3,,0
839,40,Travel_Rarely,Sales,5,5,Manufacturing Director,52310,1.0,12,4,21,7,3.0,4.0,3.0,3,3,,0
840,24,Travel_Rarely,Sales,10,2,Manufacturing Director,23560,0.0,13,5,1,0,3.0,1.0,3.0,3,3,,0
841,40,Non-Travel,Research & Development,7,3,Research Scientist,28000,3.0,12,0,2,2,4.0,4.0,3.0,2,3,,0
842,45,Travel_Rarely,Research & Development,4,3,Laboratory Technician,118360,1.0,22,2,10,7,1.0,2.0,3.0,4,4,,0
843,35,Travel_Rarely,Research & Development,10,1,Healthcare Representative,109030,0.0,11,3,5,4,2.0,3.0,3.0,4,3,,0
844,32,Travel_Rarely,Research & Development,22,4,Sales Executive,29730,3.0,22,0,7,2,4.0,2.0,3.0,4,4,,0
845,36,Travel_Rarely,Sales,9,3,Research Scientist,142750,3.0,18,5,3,1,3.0,4.0,2.0,2,3,,0
846,48,Travel_Rarely,Research & Development,12,4,Laboratory Technician,55620,8.0,13,2,8,7,3.0,3.0,3.0,3,3,,0
848,33,Travel_Rarely,Research & Development,9,1,Healthcare Representative,76420,2.0,20,2,2,2,1.0,1.0,1.0,2,4,,0
849,30,Travel_Rarely,Research & Development,1,3,Sales Executive,179240,1.0,13,2,10,6,2.0,1.0,3.0,3,3,Resignation,1
850,38,Travel_Frequently,Sales,9,3,Manufacturing Director,52040,3.0,13,2,6,1,3.0,3.0,3.0,3,3,,0
851,35,Travel_Rarely,Sales,7,2,Sales Executive,22770,1.0,12,2,3,1,4.0,1.0,3.0,3,3,,0
852,30,Travel_Rarely,Research & Development,14,3,Research Director,27950,3.0,13,4,4,1,3.0,2.0,3.0,3,3,,0
853,35,Travel_Rarely,Research & Development,2,3,Research Scientist,25320,1.0,13,2,1,0,1.0,1.0,3.0,1,3,Resignation,1
854,53,Travel_Rarely,Research & Development,19,3,Manager,25590,0.0,25,2,33,1,3.0,4.0,3.0,3,4,Resignation,1
855,38,Travel_Rarely,Research & Development,2,3,Sales Executive,49080,4.0,19,3,5,1,3.0,2.0,3.0,2,3,Resignation,1
856,32,Non-Travel,Research & Development,10,4,Research Scientist,23800,4.0,13,5,6,1,4.0,1.0,2.0,3,3,,0
857,48,Travel_Rarely,Research & Development,2,5,Sales Executive,47650,8.0,12,4,8,7,3.0,1.0,2.0,3,3,,0
858,34,Travel_Rarely,Research & Development,3,3,Sales Executive,20440,1.0,11,2,1,0,1.0,4.0,1.0,3,3,,0
859,55,Travel_Rarely,Research & Development,11,1,Laboratory Technician,26930,1.0,18,6,36,2,3.0,4.0,3.0,2,3,,0
861,26,Travel_Rarely,Research & Development,4,3,Research Director,32940,1.0,11,6,1,0,1.0,4.0,3.0,3,3,,0
863,38,Travel_Rarely,Research & Development,2,3,Manufacturing Director,27780,2.0,13,5,3,1,2.0,2.0,4.0,2,3,,0
864,36,Travel_Rarely,Human Resources,1,3,Research Scientist,23770,6.0,13,3,1,0,2.0,3.0,3.0,3,3,,0
865,29,Travel_Rarely,Research & Development,10,3,Sales Representative,24040,1.0,17,3,10,1,2.0,1.0,3.0,2,3,,0
866,35,Travel_Rarely,Sales,12,2,Sales Executive,23180,3.0,19,4,5,0,1.0,3.0,3.0,4,3,,0
867,39,Travel_Rarely,Sales,2,2,Sales Executive,20080,2.0,12,3,7,7,4.0,3.0,3.0,3,3,,0
868,29,Travel_Frequently,Research & Development,5,1,Research Scientist,62440,1.0,22,3,6,1,1.0,4.0,4.0,3,4,,0
869,50,Travel_Rarely,Research & Development,4,2,Laboratory Technician,27990,4.0,12,0,1,0,3.0,3.0,3.0,1,3,,0
870,23,Travel_Rarely,Research & Development,7,2,Manager,105520,2.0,11,2,2,2,4.0,3.0,3.0,3,3,,0
871,36,Travel_Frequently,Sales,21,3,Human Resources,23290,3.0,15,2,3,0,1.0,1.0,3.0,3,3,,0
872,42,Travel_Rarely,Research & Development,8,2,Manager,40140,8.0,13,3,1,0,4.0,4.0,3.0,3,3,,0
873,35,Travel_Rarely,Sales,4,3,Laboratory Technician,74030,1.0,12,4,10,6,2.0,3.0,2.0,3,3,,0
874,34,Travel_Frequently,Research & Development,25,1,Manager,22590,1.0,14,2,8,7,4.0,3.0,2.0,3,3,,0
875,40,Travel_Rarely,Research & Development,1,4,Laboratory Technician,69320,1.0,13,5,5,1,4.0,1.0,3.0,3,3,,0
876,43,Travel_Rarely,Research & Development,1,1,Manager,46780,5.0,25,0,6,0,4.0,2.0,3.0,4,4,,0
877,35,Travel_Rarely,Sales,6,3,Sales Representative,135820,1.0,17,3,1,0,3.0,4.0,2.0,2,3,,0
878,46,Travel_Rarely,Research & Development,12,4,Laboratory Technician,23320,1.0,11,2,26,0,4.0,1.0,1.0,3,3,,0
879,28,Travel_Rarely,Human Resources,1,3,Laboratory Technician,24130,1.0,16,2,1,0,3.0,2.0,3.0,3,3,Resignation,1
880,22,Non-Travel,Sales,17,2,Sales Executive,97050,1.0,18,3,4,1,2.0,3.0,2.0,2,3,,0
881,50,Travel_Frequently,Research & Development,3,3,Research Scientist,42940,2.0,20,2,30,12,2.0,3.0,3.0,2,4,,0
882,32,Travel_Rarely,Research & Development,3,2,Research Scientist,47210,3.0,14,3,3,0,2.0,4.0,3.0,3,3,,0
883,44,Travel_Rarely,Research & Development,10,3,Manager,25190,0.0,21,2,22,1,2.0,4.0,2.0,3,4,,0
884,30,Travel_Rarely,Research & Development,4,3,Research Director,21210,1.0,13,2,6,1,2.0,2.0,2.0,3,3,,0
885,45,Travel_Rarely,Sales,29,2,Research Scientist,29730,1.0,12,2,10,1,3.0,1.0,3.0,3,3,,0
886,45,Non-Travel,Sales,2,4,Manufacturing Director,58550,1.0,14,3,10,4,1.0,1.0,3.0,2,3,,0
887,31,Travel_Frequently,Research & Development,7,3,Research Scientist,36170,7.0,21,5,5,0,4.0,1.0,3.0,3,4,,0
