EmployeeID,Age,BusinessTravel,Department,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating
1312,44,Non-Travel,Research & Development,2.0,2.0,4.0,2,3
1312,44,Non-Travel,Research & Development,2.0,2.0,4.0,2,3
5723,37,Travel_Rarely,Human Resources,3.0,1.0,3.0,3,3
1314,32,Travel_Rarely,Human Resources,4.0,1.0,3.0,2,3
1314,32,Travel_Rarely,Human Resources,4.0,1.0,3.0,2,3
5725,20,Travel_Frequently,Sales,4.0,4.0,3.0,3,4
1316,34,Travel_Rarely,Research & Development,1.0,3.0,3.0,2,4
1316,34,Travel_Rarely,Research & Development,1.0,3.0,3.0,2,4
1317,37,Non-Travel,Sales,3.0,4.0,4.0,3,4
1317,37,Non-Travel,Sales,3.0,4.0,4.0,3,4
1318,59,Non-Travel,Research & Development,3.0,4.0,3.0,3,3
1318,59,Non-Travel,Research & Development,3.0,4.0,3.0,3,3
1319,50,Travel_Frequently,Research & Development,1.0,2.0,2.0,2,3
1319,50,Travel_Frequently,Research & Development,1.0,2.0,2.0,2,3
5730,25,Travel_Rarely,Sales,3.0,3.0,3.0,2,3
1321,25,Travel_Rarely,Research & Development,4.0,4.0,3.0,3,4
1321,25,Travel_Rarely,Research & Development,4.0,4.0,3.0,3,4
1322,22,Travel_Rarely,Research & Development,2.0,4.0,3.0,3,3
1322,22,Travel_Rarely,Research & Development,2.0,4.0,3.0,3,3
1323,51,Travel_Frequently,Research & Development,1.0,1.0,2.0,3,3
1323,51,Travel_Frequently,Research & Development,1.0,1.0,2.0,3,3
5734,34,Travel_Frequently,Human Resources,1.0,3.0,,3,3
1325,54,Non-Travel,Research & Development,4.0,4.0,3.0,3,3
1325,54,Non-Travel,Research & Development,4.0,4.0,3.0,3,3
1326,24,Travel_Rarely,Research & Development,2.0,3.0,3.0,3,3
1326,24,Travel_Rarely,Research & Development,2.0,3.0,3.0,3,3
1327,34,Travel_Rarely,Sales,3.0,2.0,3.0,3,3
1327,34,Travel_Rarely,Sales,3.0,2.0,3.0,3,3
1328,37,Travel_Rarely,Sales,3.0,4.0,3.0,3,3
1328,37,Travel_Rarely,Sales,3.0,4.0,3.0,3,3
1329,34,Travel_Rarely,Sales,3.0,1.0,3.0,3,4
1329,34,Travel_Rarely,Sales,3.0,1.0,3.0,3,4
1330,36,Travel_Frequently,Human Resources,2.0,4.0,3.0,3,3
1330,36,Travel_Frequently,Human Resources,2.0,4.0,3.0,3,3
1331,36,Travel_Rarely,Research & Development,1.0,4.0,3.0,3,3
1331,36,Travel_Rarely,Research & Development,1.0,4.0,3.0,3,3
1332,43,Travel_Frequently,Research & Development,3.0,4.0,4.0,3,3
1332,43,Travel_Frequently,Research & Development,3.0,4.0,4.0,3,3
1333,30,Travel_Frequently,Research & Development,1.0,3.0,2.0,3,4
1333,30,Travel_Frequently,Research & Development,1.0,3.0,2.0,3,4
1334,33,Non-Travel,Sales,3.0,2.0,4.0,3,4
1334,33,Non-Travel,Sales,3.0,2.0,4.0,3,4
5745,56,Travel_Rarely,Research & Development,2.0,2.0,3.0,1,3
1336,51,Travel_Rarely,Research & Development,1.0,3.0,3.0,3,3
1336,51,Travel_Rarely,Research & Development,1.0,3.0,3.0,3,3
5747,31,Travel_Rarely,Research & Development,2.0,3.0,2.0,3,4
1338,26,Travel_Rarely,Sales,3.0,2.0,2.0,2,3
1338,26,Travel_Rarely,Sales,3.0,2.0,2.0,2,3
5749,58,Travel_Rarely,Sales,4.0,4.0,2.0,2,3
5750,19,Travel_Rarely,Research & Development,4.0,3.0,2.0,3,4
1341,22,Travel_Rarely,Sales,3.0,4.0,3.0,3,3
1341,22,Travel_Rarely,Sales,3.0,4.0,3.0,3,3
1342,49,Travel_Rarely,Research & Development,3.0,1.0,2.0,2,3
1342,49,Travel_Rarely,Research & Development,3.0,1.0,2.0,2,3
1343,43,Travel_Frequently,Sales,2.0,3.0,3.0,4,3
1343,43,Travel_Frequently,Sales,2.0,3.0,3.0,4,3
1344,50,Travel_Frequently,Research & Development,3.0,4.0,3.0,4,3
1344,50,Travel_Frequently,Research & Development,3.0,4.0,3.0,4,3
5755,31,Travel_Rarely,Research & Development,2.0,3.0,3.0,2,4
1346,41,Travel_Rarely,Research & Development,3.0,3.0,3.0,1,3
1346,41,Travel_Rarely,Research & Development,3.0,3.0,3.0,1,3
1347,26,Travel_Rarely,Research & Development,3.0,3.0,3.0,4,3
1347,26,Travel_Rarely,Research & Development,3.0,3.0,3.0,4,3
1348,36,Travel_Rarely,Human Resources,2.0,2.0,3.0,4,4
1348,36,Travel_Rarely,Human Resources,2.0,2.0,3.0,4,4
5759,51,Travel_Frequently,Research & Development,1.0,4.0,3.0,4,3
1350,39,Travel_Rarely,Research & Development,4.0,3.0,4.0,4,3
1350,39,Travel_Rarely,Research & Development,4.0,3.0,4.0,4,3
1351,25,Travel_Rarely,Sales,1.0,3.0,3.0,2,3
1351,25,Travel_Rarely,Sales,1.0,3.0,3.0,2,3
1352,30,Travel_Rarely,Research & Development,3.0,4.0,1.0,3,3
1352,30,Travel_Rarely,Research & Development,3.0,4.0,1.0,3,3
5763,32,Travel_Rarely,Research & Development,1.0,1.0,4.0,2,3
1354,45,Travel_Rarely,Research & Development,3.0,4.0,2.0,3,4
1354,45,Travel_Rarely,Research & Development,3.0,4.0,2.0,3,4
1355,38,Travel_Rarely,Research & Development,4.0,3.0,3.0,3,3
1355,38,Travel_Rarely,Research & Development,4.0,3.0,3.0,3,3
1356,30,Travel_Rarely,Sales,1.0,3.0,2.0,4,3
1356,30,Travel_Rarely,Sales,1.0,3.0,2.0,4,3
1357,32,Travel_Frequently,Sales,4.0,4.0,4.0,3,4
1357,32,Travel_Frequently,Sales,4.0,4.0,4.0,3,4
1358,30,Travel_Rarely,Research & Development,4.0,1.0,3.0,3,3
1358,30,Travel_Rarely,Research & Development,4.0,1.0,3.0,3,3
1359,30,Travel_Rarely,Sales,2.0,4.0,3.0,3,3
1359,30,Travel_Rarely,Sales,2.0,4.0,3.0,3,3
1360,41,Travel_Frequently,Sales,4.0,1.0,2.0,2,3
1360,41,Travel_Frequently,Sales,4.0,1.0,2.0,2,3
1361,41,Travel_Rarely,Research & Development,3.0,1.0,3.0,4,3
1361,41,Travel_Rarely,Research & Development,3.0,1.0,3.0,4,3
1362,19,Travel_Rarely,Research & Development,2.0,2.0,3.0,2,3
1362,19,Travel_Rarely,Research & Development,2.0,2.0,3.0,2,3
1363,40,Travel_Frequently,Research & Development,2.0,2.0,3.0,3,3
1363,40,Travel_Frequently,Research & Development,2.0,2.0,3.0,3,3
1364,35,Travel_Rarely,Sales,3.0,2.0,3.0,3,3
1364,35,Travel_Rarely,Sales,3.0,2.0,3.0,3,3
1365,53,Travel_Rarely,Sales,2.0,3.0,1.0,2,3
1365,53,Travel_Rarely,Sales,2.0,3.0,1.0,2,3
1366,45,Travel_Rarely,Sales,2.0,2.0,1.0,3,3
1366,45,Travel_Rarely,Sales,2.0,2.0,1.0,3,3
1367,32,Travel_Frequently,Sales,2.0,4.0,3.0,1,3
1367,32,Travel_Frequently,Sales,2.0,4.0,3.0,1,3
1368,29,Non-Travel,Research & Development,4.0,3.0,3.0,4,3
1368,29,Non-Travel,Research & Development,4.0,3.0,3.0,4,3
1369,51,Travel_Rarely,Research & Development,2.0,3.0,3.0,3,3
1369,51,Travel_Rarely,Research & Development,2.0,3.0,3.0,3,3
1370,58,Travel_Rarely,Sales,2.0,2.0,2.0,1,3
1370,58,Travel_Rarely,Sales,2.0,2.0,2.0,1,3
1371,40,Travel_Rarely,Research & Development,3.0,4.0,2.0,3,3
1371,40,Travel_Rarely,Research & Development,3.0,4.0,2.0,3,3
1372,34,Travel_Frequently,Sales,3.0,3.0,3.0,3,3
1372,34,Travel_Frequently,Sales,3.0,3.0,3.0,3,3
1373,22,Travel_Rarely,Research & Development,3.0,4.0,3.0,3,4
1373,22,Travel_Rarely,Research & Development,3.0,4.0,3.0,3,4
1374,27,Non-Travel,Research & Development,4.0,2.0,1.0,4,3
1374,27,Non-Travel,Research & Development,4.0,2.0,1.0,4,3
1375,28,Travel_Rarely,Sales,3.0,4.0,1.0,2,3
1375,28,Travel_Rarely,Sales,3.0,4.0,1.0,2,3
1376,57,Travel_Rarely,Research & Development,3.0,4.0,1.0,3,3
1376,57,Travel_Rarely,Research & Development,3.0,4.0,1.0,3,3
1377,27,Non-Travel,Research & Development,3.0,3.0,2.0,3,3
1377,27,Non-Travel,Research & Development,3.0,3.0,2.0,3,3
1378,50,Travel_Rarely,Research & Development,3.0,2.0,3.0,4,3
1378,50,Travel_Rarely,Research & Development,3.0,2.0,3.0,4,3
1379,41,Travel_Rarely,Sales,1.0,3.0,3.0,3,3
1379,41,Travel_Rarely,Sales,1.0,3.0,3.0,3,3
1380,30,Travel_Rarely,Human Resources,2.0,4.0,3.0,2,3
1380,30,Travel_Rarely,Human Resources,2.0,4.0,3.0,2,3
1381,38,Travel_Rarely,Sales,1.0,4.0,4.0,2,3
1381,38,Travel_Rarely,Sales,1.0,4.0,4.0,2,3
1382,32,Travel_Rarely,Research & Development,3.0,3.0,3.0,3,3
1382,32,Travel_Rarely,Research & Development,3.0,3.0,3.0,3,3
1383,27,Travel_Rarely,Research & Development,3.0,2.0,2.0,3,3
1383,27,Travel_Rarely,Research & Development,3.0,2.0,2.0,3,3
5794,19,Travel_Frequently,Research & Development,3.0,1.0,4.0,3,4
1385,36,Travel_Frequently,Sales,4.0,2.0,2.0,3,4
1385,36,Travel_Frequently,Sales,4.0,2.0,2.0,3,4
1386,30,Non-Travel,Sales,3.0,1.0,3.0,3,3
1386,30,Non-Travel,Sales,3.0,1.0,3.0,3,3
1387,45,Travel_Rarely,Research & Development,3.0,1.0,4.0,3,3
1387,45,Travel_Rarely,Research & Development,3.0,1.0,4.0,3,3
1388,56,Travel_Rarely,Research & Development,3.0,1.0,3.0,2,3
1388,56,Travel_Rarely,Research & Development,3.0,1.0,3.0,2,3
1389,33,Travel_Rarely,Research & Development,3.0,4.0,4.0,3,3
1389,33,Travel_Rarely,Research & Development,3.0,4.0,4.0,3,3
5800,19,Travel_Rarely,Research & Development,2.0,4.0,2.0,3,4
1391,46,Travel_Rarely,Research & Development,2.0,1.0,3.0,1,3
1391,46,Travel_Rarely,Research & Development,2.0,1.0,3.0,1,3
1392,38,Travel_Rarely,Sales,3.0,4.0,3.0,4,3
1392,38,Travel_Rarely,Sales,3.0,4.0,3.0,4,3
1393,31,Travel_Rarely,Sales,3.0,4.0,3.0,4,3
1393,31,Travel_Rarely,Sales,3.0,4.0,3.0,4,3
1394,34,Travel_Rarely,Sales,4.0,2.0,3.0,3,3
1394,34,Travel_Rarely,Sales,4.0,2.0,3.0,3,3
5805,41,Travel_Rarely,Research & Development,2.0,2.0,2.0,3,4
1396,50,Travel_Rarely,Sales,3.0,3.0,2.0,2,3
1396,50,Travel_Rarely,Sales,3.0,3.0,2.0,2,3
1397,53,Travel_Rarely,Sales,4.0,1.0,3.0,3,3
1397,53,Travel_Rarely,Sales,4.0,1.0,3.0,3,3
1398,33,Travel_Rarely,Research & Development,4.0,2.0,3.0,1,3
1398,33,Travel_Rarely,Research & Development,4.0,2.0,3.0,1,3
1399,40,Travel_Rarely,Research & Development,4.0,3.0,3.0,3,4
1399,40,Travel_Rarely,Research & Development,4.0,3.0,3.0,3,4
1400,55,Travel_Rarely,Research & Development,3.0,2.0,3.0,2,3
1400,55,Travel_Rarely,Research & Development,3.0,2.0,3.0,2,3
1401,34,Travel_Frequently,Human Resources,4.0,3.0,2.0,4,3
1401,34,Travel_Frequently,Human Resources,4.0,3.0,2.0,4,3
1402,51,Travel_Rarely,Human Resources,4.0,2.0,3.0,3,3
1402,51,Travel_Rarely,Human Resources,4.0,2.0,3.0,3,3
1403,52,Travel_Rarely,Research & Development,3.0,3.0,3.0,3,3
1403,52,Travel_Rarely,Research & Development,3.0,3.0,3.0,3,3
1404,27,Travel_Rarely,Sales,4.0,2.0,2.0,3,3
1404,27,Travel_Rarely,Sales,4.0,2.0,2.0,3,3
5815,35,Travel_Rarely,Research & Development,2.0,3.0,3.0,4,3
1406,43,Non-Travel,Research & Development,4.0,4.0,4.0,2,4
1406,43,Non-Travel,Research & Development,4.0,4.0,4.0,2,4
1407,45,Non-Travel,Research & Development,1.0,4.0,3.0,3,3
1407,45,Non-Travel,Research & Development,1.0,4.0,3.0,3,3
1408,37,Travel_Rarely,Research & Development,2.0,1.0,,1,3
1408,37,Travel_Rarely,Research & Development,2.0,1.0,,1,3
1409,35,Travel_Frequently,Research & Development,2.0,2.0,3.0,4,3
1409,35,Travel_Frequently,Research & Development,2.0,2.0,3.0,4,3
1410,42,Non-Travel,Research & Development,3.0,3.0,3.0,3,3
1410,42,Non-Travel,Research & Development,3.0,3.0,3.0,3,3
1411,38,Travel_Rarely,Sales,4.0,3.0,3.0,3,3
1411,38,Travel_Rarely,Sales,4.0,3.0,3.0,3,3
1412,38,Travel_Rarely,Human Resources,4.0,4.0,1.0,4,3
1412,38,Travel_Rarely,Human Resources,4.0,4.0,1.0,4,3
1413,27,Travel_Frequently,Research & Development,3.0,1.0,3.0,2,3
1413,27,Travel_Frequently,Research & Development,3.0,1.0,3.0,2,3
1414,49,Non-Travel,Research & Development,4.0,4.0,3.0,3,3
1414,49,Non-Travel,Research & Development,4.0,4.0,3.0,3,3
1415,34,Travel_Frequently,Research & Development,4.0,3.0,4.0,3,4
1415,34,Travel_Frequently,Research & Development,4.0,3.0,4.0,3,4
1416,40,Travel_Rarely,Research & Development,3.0,4.0,4.0,2,3
1416,40,Travel_Rarely,Research & Development,3.0,4.0,4.0,2,3
5827,38,Travel_Rarely,Sales,2.0,1.0,3.0,3,3
5828,29,Travel_Rarely,Sales,2.0,4.0,2.0,3,3
1419,22,Travel_Rarely,Research & Development,4.0,2.0,2.0,3,3
1419,22,Travel_Rarely,Research & Development,4.0,2.0,2.0,3,3
1420,36,Travel_Frequently,Research & Development,2.0,4.0,3.0,3,3
1420,36,Travel_Frequently,Research & Development,2.0,4.0,3.0,3,3
1421,40,Non-Travel,Research & Development,4.0,4.0,1.0,4,4
1421,40,Non-Travel,Research & Development,4.0,4.0,1.0,4,4
1422,46,Travel_Rarely,Research & Development,4.0,1.0,3.0,3,3
1422,46,Travel_Rarely,Research & Development,4.0,1.0,3.0,3,3
5833,32,Travel_Rarely,Research & Development,4.0,4.0,2.0,4,3
1424,30,Non-Travel,Research & Development,3.0,3.0,3.0,2,3
1424,30,Non-Travel,Research & Development,3.0,3.0,3.0,2,3
1425,27,Travel_Frequently,Research & Development,4.0,3.0,3.0,3,3
1425,27,Travel_Frequently,Research & Development,4.0,3.0,3.0,3,3
1426,51,Travel_Rarely,Research & Development,2.0,2.0,1.0,3,3
1426,51,Travel_Rarely,Research & Development,2.0,2.0,1.0,3,3
5837,30,Travel_Rarely,Research & Development,4.0,1.0,3.0,2,3
1428,41,Travel_Rarely,Research & Development,4.0,4.0,3.0,2,3
1428,41,Travel_Rarely,Research & Development,4.0,4.0,3.0,2,3
5839,30,Travel_Frequently,Sales,3.0,1.0,2.0,2,3
5840,29,Travel_Rarely,Research & Development,3.0,3.0,2.0,2,3
1431,45,Non-Travel,Research & Development,4.0,4.0,3.0,3,3
1431,45,Non-Travel,Research & Development,4.0,4.0,3.0,3,3
1432,54,Travel_Rarely,Sales,4.0,1.0,3.0,2,3
1432,54,Travel_Rarely,Sales,4.0,1.0,3.0,2,3
1433,36,Travel_Rarely,Research & Development,4.0,2.0,4.0,2,4
1433,36,Travel_Rarely,Research & Development,4.0,2.0,4.0,2,4
1434,33,Travel_Rarely,Sales,3.0,2.0,3.0,3,4
1434,33,Travel_Rarely,Sales,3.0,2.0,3.0,3,4
1435,37,Travel_Frequently,Sales,2.0,4.0,3.0,3,3
1435,37,Travel_Frequently,Sales,2.0,4.0,3.0,3,3
1436,38,Travel_Rarely,Research & Development,1.0,3.0,2.0,3,3
1436,38,Travel_Rarely,Research & Development,1.0,3.0,2.0,3,3
1437,31,Non-Travel,Sales,3.0,3.0,3.0,2,3
1437,31,Non-Travel,Sales,3.0,3.0,3.0,2,3
1438,59,Travel_Rarely,Research & Development,3.0,4.0,3.0,3,3
1438,59,Travel_Rarely,Research & Development,3.0,4.0,3.0,3,3
1439,37,Travel_Frequently,Sales,1.0,4.0,3.0,3,3
1439,37,Travel_Frequently,Sales,1.0,4.0,3.0,3,3
1440,29,Travel_Frequently,Sales,2.0,4.0,3.0,3,3
1440,29,Travel_Frequently,Sales,2.0,4.0,3.0,3,3
1441,35,Travel_Frequently,Research & Development,3.0,3.0,4.0,2,3
1441,35,Travel_Frequently,Research & Development,3.0,3.0,4.0,2,3
5852,29,Travel_Rarely,Research & Development,3.0,4.0,2.0,3,4
1443,52,Travel_Rarely,Research & Development,3.0,4.0,2.0,3,3
1443,52,Travel_Rarely,Research & Development,3.0,4.0,2.0,3,3
1444,42,Travel_Rarely,Research & Development,3.0,4.0,3.0,3,3
1444,42,Travel_Rarely,Research & Development,3.0,4.0,3.0,3,3
1445,59,Travel_Rarely,Research & Development,2.0,3.0,2.0,4,3
1445,59,Travel_Rarely,Research & Development,2.0,3.0,2.0,4,3
1446,50,Travel_Rarely,Research & Development,4.0,4.0,2.0,4,4
1446,50,Travel_Rarely,Research & Development,4.0,4.0,2.0,4,4
5857,33,Travel_Rarely,Sales,3.0,4.0,1.0,2,4
1448,43,Travel_Rarely,Sales,4.0,4.0,3.0,3,4
1448,43,Travel_Rarely,Sales,4.0,4.0,3.0,3,4
5859,33,Travel_Rarely,Sales,1.0,1.0,4.0,3,3
1450,52,Non-Travel,Research & Development,1.0,3.0,4.0,2,3
1450,52,Non-Travel,Research & Development,1.0,3.0,4.0,2,3
1451,32,Travel_Rarely,Human Resources,3.0,2.0,3.0,2,3
1451,32,Travel_Rarely,Human Resources,3.0,2.0,3.0,2,3
5862,32,Travel_Rarely,Sales,4.0,3.0,1.0,3,3
1453,39,Travel_Rarely,Sales,3.0,3.0,3.0,4,3
1453,39,Travel_Rarely,Sales,3.0,3.0,3.0,4,3
1454,32,Non-Travel,Sales,3.0,4.0,3.0,2,3
1454,32,Non-Travel,Sales,3.0,4.0,3.0,2,3
1455,41,Travel_Rarely,Sales,3.0,1.0,2.0,2,3
1455,41,Travel_Rarely,Sales,3.0,1.0,2.0,2,3
1456,40,Travel_Rarely,Research & Development,1.0,4.0,3.0,2,3
1456,40,Travel_Rarely,Research & Development,1.0,4.0,3.0,2,3
1457,45,Travel_Rarely,Research & Development,3.0,4.0,3.0,2,3
1457,45,Travel_Rarely,Research & Development,3.0,4.0,3.0,2,3
1458,31,Travel_Frequently,Research & Development,2.0,3.0,3.0,4,3
1458,31,Travel_Frequently,Research & Development,2.0,3.0,3.0,4,3
1459,33,Travel_Rarely,Research & Development,3.0,4.0,2.0,3,3
1459,33,Travel_Rarely,Research & Development,3.0,4.0,2.0,3,3
1460,34,Travel_Rarely,Research & Development,4.0,1.0,3.0,2,3
1460,34,Travel_Rarely,Research & Development,4.0,1.0,3.0,2,3
1461,37,Travel_Rarely,Research & Development,3.0,1.0,2.0,3,3
1461,37,Travel_Rarely,Research & Development,3.0,1.0,2.0,3,3
1462,45,Travel_Frequently,Sales,1.0,3.0,3.0,2,3
1462,45,Travel_Frequently,Sales,1.0,3.0,3.0,2,3
5873,37,Travel_Frequently,Sales,1.0,3.0,3.0,3,3
1464,39,Travel_Frequently,Research & Development,3.0,3.0,3.0,3,3
1464,39,Travel_Frequently,Research & Development,3.0,3.0,3.0,3,3
1465,29,Travel_Rarely,Sales,3.0,4.0,3.0,2,3
1465,29,Travel_Rarely,Sales,3.0,4.0,3.0,2,3
1466,42,Travel_Rarely,Research & Development,4.0,1.0,3.0,3,3
1466,42,Travel_Rarely,Research & Development,4.0,1.0,3.0,3,3
1467,29,Travel_Rarely,Research & Development,4.0,4.0,3.0,2,3
1467,29,Travel_Rarely,Research & Development,4.0,4.0,3.0,2,3
1468,25,Travel_Rarely,Research & Development,1.0,3.0,3.0,3,4
1468,25,Travel_Rarely,Research & Development,1.0,3.0,3.0,3,4
1469,42,Travel_Rarely,Sales,4.0,,3.0,2,3
1469,42,Travel_Rarely,Sales,4.0,,3.0,2,3
1470,40,Travel_Rarely,Research & Development,1.0,3.0,3.0,4,3
1470,40,Travel_Rarely,Research & Development,1.0,3.0,3.0,4,3
1471,51,Travel_Rarely,Sales,3.0,4.0,,3,3
1471,51,Travel_Rarely,Sales,3.0,4.0,,3,3
5882,31,Travel_Frequently,Research & Development,3.0,2.0,4.0,2,4
1473,32,Travel_Frequently,Research & Development,2.0,2.0,1.0,3,3
1473,32,Travel_Frequently,Research & Development,2.0,2.0,1.0,3,3
1474,38,Non-Travel,Research & Development,4.0,4.0,3.0,2,3
1474,38,Non-Travel,Research & Development,4.0,4.0,3.0,2,3
1475,32,Travel_Rarely,Research & Development,4.0,1.0,3.0,3,3
1475,32,Travel_Rarely,Research & Development,4.0,1.0,3.0,3,3
1476,46,Travel_Rarely,Research & Development,3.0,2.0,2.0,3,3
1476,46,Travel_Rarely,Research & Development,3.0,2.0,2.0,3,3
5887,28,Travel_Rarely,Research & Development,,3.0,1.0,3,4
1478,29,Travel_Rarely,Research & Development,1.0,2.0,3.0,3,4
1478,29,Travel_Rarely,Research & Development,1.0,2.0,3.0,3,4
1479,31,Travel_Rarely,Research & Development,2.0,4.0,3.0,3,4
1479,31,Travel_Rarely,Research & Development,2.0,4.0,3.0,3,4
1480,25,Non-Travel,Research & Development,2.0,1.0,3.0,3,3
1480,25,Non-Travel,Research & Development,2.0,1.0,3.0,3,3
1481,45,Travel_Rarely,Research & Development,3.0,4.0,3.0,2,3
1481,45,Travel_Rarely,Research & Development,3.0,4.0,3.0,2,3
1482,36,Travel_Rarely,Research & Development,4.0,4.0,3.0,3,3
1482,36,Travel_Rarely,Research & Development,4.0,4.0,3.0,3,3
1483,55,Travel_Rarely,Research & Development,4.0,1.0,3.0,3,3
1483,55,Travel_Rarely,Research & Development,4.0,1.0,3.0,3,3
5894,47,Non-Travel,Research & Development,1.0,2.0,2.0,2,3
1485,28,Travel_Rarely,Research & Development,4.0,4.0,2.0,3,3
1485,28,Travel_Rarely,Research & Development,4.0,4.0,2.0,3,3
1486,37,Travel_Rarely,Research & Development,3.0,4.0,4.0,3,3
1486,37,Travel_Rarely,Research & Development,3.0,4.0,4.0,3,3
1487,21,Travel_Rarely,Research & Development,4.0,3.0,4.0,2,3
1487,21,Travel_Rarely,Research & Development,4.0,3.0,4.0,2,3
1488,37,Non-Travel,Research & Development,1.0,4.0,3.0,3,3
1488,37,Non-Travel,Research & Development,1.0,4.0,3.0,3,3
1489,35,Travel_Rarely,Sales,2.0,2.0,2.0,2,3
1489,35,Travel_Rarely,Sales,2.0,2.0,2.0,2,3
1490,38,Travel_Rarely,Research & Development,1.0,1.0,3.0,3,3
1490,38,Travel_Rarely,Research & Development,1.0,1.0,3.0,3,3
1491,26,Travel_Frequently,Research & Development,3.0,2.0,1.0,3,3
1491,26,Travel_Frequently,Research & Development,3.0,2.0,1.0,3,3
1492,50,Travel_Rarely,Sales,1.0,2.0,2.0,2,4
1492,50,Travel_Rarely,Sales,1.0,2.0,2.0,2,4
1493,53,Travel_Rarely,Research & Development,3.0,3.0,2.0,3,3
1493,53,Travel_Rarely,Research & Development,3.0,3.0,2.0,3,3
1494,42,Travel_Rarely,Research & Development,2.0,3.0,3.0,1,3
1494,42,Travel_Rarely,Research & Development,2.0,3.0,3.0,1,3
1495,29,Travel_Frequently,Research & Development,2.0,4.0,2.0,3,3
1495,29,Travel_Frequently,Research & Development,2.0,4.0,2.0,3,3
1496,55,Travel_Rarely,Research & Development,2.0,4.0,3.0,3,3
1496,55,Travel_Rarely,Research & Development,2.0,4.0,3.0,3,3
1497,26,Travel_Frequently,Research & Development,1.0,1.0,3.0,3,4
1497,26,Travel_Frequently,Research & Development,1.0,1.0,3.0,3,4
1498,37,Travel_Rarely,Sales,4.0,4.0,3.0,3,3
1498,37,Travel_Rarely,Sales,4.0,4.0,3.0,3,3
5909,44,Travel_Frequently,Research & Development,4.0,3.0,1.0,2,3
1500,38,Travel_Rarely,Sales,4.0,4.0,3.0,2,3
1500,38,Travel_Rarely,Sales,4.0,4.0,3.0,2,3
5911,26,Travel_Rarely,Research & Development,1.0,2.0,3.0,2,3
1502,28,Travel_Rarely,Research & Development,4.0,4.0,3.0,2,3
1502,28,Travel_Rarely,Research & Development,4.0,4.0,3.0,2,3
1503,49,Travel_Frequently,Research & Development,3.0,1.0,3.0,3,3
1503,49,Travel_Frequently,Research & Development,3.0,1.0,3.0,3,3
1504,36,Travel_Rarely,Sales,3.0,2.0,3.0,3,3
1504,36,Travel_Rarely,Sales,3.0,2.0,3.0,3,3
1505,31,Travel_Frequently,Research & Development,4.0,2.0,2.0,3,3
1505,31,Travel_Frequently,Research & Development,4.0,2.0,2.0,3,3
5916,26,Travel_Rarely,Research & Development,4.0,4.0,3.0,3,3
1507,37,Travel_Frequently,Sales,2.0,4.0,2.0,3,3
1507,37,Travel_Frequently,Sales,2.0,4.0,2.0,3,3
1508,42,Travel_Frequently,Sales,3.0,2.0,4.0,3,3
1508,42,Travel_Frequently,Sales,3.0,2.0,4.0,3,3
5919,18,Travel_Rarely,Research & Development,3.0,3.0,3.0,2,3
1510,35,Travel_Rarely,Sales,3.0,2.0,2.0,2,3
1510,35,Travel_Rarely,Sales,3.0,2.0,2.0,2,3
1511,36,Travel_Frequently,Research & Development,3.0,4.0,3.0,2,3
1511,36,Travel_Frequently,Research & Development,3.0,4.0,3.0,2,3
1512,51,Travel_Rarely,Research & Development,4.0,2.0,3.0,2,3
1512,51,Travel_Rarely,Research & Development,4.0,2.0,3.0,2,3
1513,41,Travel_Rarely,Research & Development,4.0,2.0,3.0,3,3
1513,41,Travel_Rarely,Research & Development,4.0,2.0,3.0,3,3
1514,18,Travel_Rarely,Sales,4.0,3.0,3.0,3,3
1514,18,Travel_Rarely,Sales,4.0,3.0,3.0,3,3
1515,28,Travel_Rarely,Research & Development,2.0,1.0,3.0,2,4
1515,28,Travel_Rarely,Research & Development,2.0,1.0,3.0,2,4
1516,31,Travel_Rarely,Research & Development,2.0,4.0,2.0,3,3
1516,31,Travel_Rarely,Research & Development,2.0,4.0,2.0,3,3
1517,39,Travel_Rarely,Sales,3.0,4.0,2.0,3,4
1517,39,Travel_Rarely,Sales,3.0,4.0,2.0,3,4
1518,36,Non-Travel,Research & Development,2.0,2.0,3.0,3,4
1518,36,Non-Travel,Research & Development,2.0,2.0,3.0,3,4
1519,32,Travel_Rarely,Sales,4.0,3.0,2.0,3,4
1519,32,Travel_Rarely,Sales,4.0,3.0,2.0,3,4
1520,38,Travel_Rarely,Research & Development,1.0,2.0,3.0,2,3
1520,38,Travel_Rarely,Research & Development,1.0,2.0,3.0,2,3
1521,58,Non-Travel,Research & Development,4.0,3.0,3.0,2,3
1521,58,Non-Travel,Research & Development,4.0,3.0,3.0,2,3
1522,31,Travel_Rarely,Research & Development,3.0,4.0,3.0,2,3
1522,31,Travel_Rarely,Research & Development,3.0,4.0,3.0,2,3
1523,31,Travel_Rarely,Sales,1.0,1.0,3.0,3,4
1523,31,Travel_Rarely,Sales,1.0,1.0,3.0,3,4
1524,45,Travel_Frequently,Research & Development,1.0,1.0,3.0,3,3
1524,45,Travel_Frequently,Research & Development,1.0,1.0,3.0,3,3
1525,31,Travel_Rarely,Sales,3.0,4.0,1.0,3,3
1525,31,Travel_Rarely,Sales,3.0,4.0,1.0,3,3
1526,33,Travel_Frequently,Research & Development,4.0,2.0,3.0,3,3
1526,33,Travel_Frequently,Research & Development,4.0,2.0,3.0,3,3
